Date,Hour,Count
2/5/23 0:00,5:00 AM,2.78627451
2/5/23 0:00,5:00 AM,2.78627451
2/5/23 0:00,5:00 AM,2.78627451
2/5/23 0:00,5:00 AM,2.78627451
2/5/23 0:00,5:00 AM,2.78627451
2/5/23 0:00,5:00 AM,2.78627451
2/5/23 0:00,5:00 AM,2.78627451
2/6/23 0:00,5:00 AM,0
2/6/23 0:00,5:00 AM,1
2/6/23 0:00,5:00 AM,0
2/6/23 0:00,5:00 AM,0
2/6/23 0:00,5:00 AM,12
2/6/23 0:00,5:00 AM,28
2/6/23 0:00,5:00 AM,2
2/7/23 0:00,5:00 AM,2.78627451
2/7/23 0:00,5:00 AM,2.78627451
2/7/23 0:00,5:00 AM,2.78627451
2/7/23 0:00,5:00 AM,2.78627451
2/7/23 0:00,5:00 AM,2.78627451
2/7/23 0:00,5:00 AM,2.78627451
2/7/23 0:00,5:00 AM,2.78627451
2/8/23 0:00,5:00 AM,2.78627451
2/8/23 0:00,5:00 AM,1
2/8/23 0:00,5:00 AM,0
2/8/23 0:00,5:00 AM,2
2/8/23 0:00,5:00 AM,2.78627451
2/8/23 0:00,5:00 AM,2.78627451
2/8/23 0:00,5:00 AM,2
2/9/23 0:00,5:00 AM,0
2/9/23 0:00,5:00 AM,1
2/9/23 0:00,5:00 AM,1
2/9/23 0:00,5:00 AM,2
2/9/23 0:00,5:00 AM,6
2/9/23 0:00,5:00 AM,10
2/9/23 0:00,5:00 AM,1
2/10/23 0:00,5:00 AM,0
2/10/23 0:00,5:00 AM,2
2/10/23 0:00,5:00 AM,0
2/10/23 0:00,5:00 AM,1
2/10/23 0:00,5:00 AM,0
2/10/23 0:00,5:00 AM,0
2/10/23 0:00,5:00 AM,15
2/11/23 0:00,5:00 AM,2.78627451
2/11/23 0:00,5:00 AM,2.78627451
2/11/23 0:00,5:00 AM,2.78627451
2/11/23 0:00,5:00 AM,2.78627451
2/11/23 0:00,5:00 AM,2.78627451
2/11/23 0:00,5:00 AM,2.78627451
2/11/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/12/23 0:00,5:00 AM,2.78627451
2/13/23 0:00,5:00 AM,0
2/13/23 0:00,5:00 AM,1
2/13/23 0:00,5:00 AM,1
2/13/23 0:00,5:00 AM,0
2/13/23 0:00,5:00 AM,11
2/13/23 0:00,5:00 AM,28
2/13/23 0:00,5:00 AM,9
2/14/23 0:00,5:00 AM,0
2/14/23 0:00,5:00 AM,0
2/14/23 0:00,5:00 AM,0
2/14/23 0:00,5:00 AM,0
2/14/23 0:00,5:00 AM,3
2/14/23 0:00,5:00 AM,12
2/14/23 0:00,5:00 AM,0
2/15/23 0:00,5:00 AM,2
2/15/23 0:00,5:00 AM,1
2/15/23 0:00,5:00 AM,0
2/15/23 0:00,5:00 AM,0
2/15/23 0:00,5:00 AM,18
2/15/23 0:00,5:00 AM,26
2/15/23 0:00,5:00 AM,5
2/16/23 0:00,5:00 AM,0
2/16/23 0:00,5:00 AM,1
2/16/23 0:00,5:00 AM,0
2/16/23 0:00,5:00 AM,3
2/16/23 0:00,5:00 AM,7
2/16/23 0:00,5:00 AM,21
2/16/23 0:00,5:00 AM,2
2/17/23 0:00,5:00 AM,0
2/17/23 0:00,5:00 AM,1
2/17/23 0:00,5:00 AM,2.78627451
2/17/23 0:00,5:00 AM,1
2/17/23 0:00,5:00 AM,0
2/17/23 0:00,5:00 AM,4
2/17/23 0:00,5:00 AM,4
2/18/23 0:00,5:00 AM,2.78627451
2/18/23 0:00,5:00 AM,2.78627451
2/18/23 0:00,5:00 AM,2.78627451
2/18/23 0:00,5:00 AM,2.78627451
2/18/23 0:00,5:00 AM,2.78627451
2/18/23 0:00,5:00 AM,2.78627451
2/18/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/19/23 0:00,5:00 AM,2.78627451
2/20/23 0:00,5:00 AM,0
2/20/23 0:00,5:00 AM,0
2/20/23 0:00,5:00 AM,1
2/20/23 0:00,5:00 AM,0
2/20/23 0:00,5:00 AM,7
2/20/23 0:00,5:00 AM,13
2/20/23 0:00,5:00 AM,3
2/21/23 0:00,5:00 AM,0
2/21/23 0:00,5:00 AM,0
2/21/23 0:00,5:00 AM,0
2/21/23 0:00,5:00 AM,0
2/21/23 0:00,5:00 AM,10
2/21/23 0:00,5:00 AM,11
2/21/23 0:00,5:00 AM,3
2/22/23 0:00,5:00 AM,2
2/22/23 0:00,5:00 AM,0
2/22/23 0:00,5:00 AM,0
2/22/23 0:00,5:00 AM,0
2/22/23 0:00,5:00 AM,10
2/22/23 0:00,5:00 AM,20
2/22/23 0:00,5:00 AM,0
2/23/23 0:00,5:00 AM,0
2/23/23 0:00,5:00 AM,0
2/23/23 0:00,5:00 AM,0
2/23/23 0:00,5:00 AM,2
2/23/23 0:00,5:00 AM,1
2/23/23 0:00,5:00 AM,12
2/23/23 0:00,5:00 AM,1
2/24/23 0:00,5:00 AM,0
2/24/23 0:00,5:00 AM,2
2/24/23 0:00,5:00 AM,0
2/24/23 0:00,5:00 AM,8
2/24/23 0:00,5:00 AM,0
2/24/23 0:00,5:00 AM,0
2/24/23 0:00,5:00 AM,6
2/25/23 0:00,5:00 AM,2.78627451
2/25/23 0:00,5:00 AM,2.78627451
2/25/23 0:00,5:00 AM,2.78627451
2/25/23 0:00,5:00 AM,2.78627451
2/25/23 0:00,5:00 AM,2.78627451
2/25/23 0:00,5:00 AM,2.78627451
2/25/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/26/23 0:00,5:00 AM,2.78627451
2/27/23 0:00,5:00 AM,0
2/27/23 0:00,5:00 AM,2
2/27/23 0:00,5:00 AM,1
2/27/23 0:00,5:00 AM,0
2/27/23 0:00,5:00 AM,6
2/27/23 0:00,5:00 AM,12
2/27/23 0:00,5:00 AM,4
2/28/23 0:00,5:00 AM,1
2/28/23 0:00,5:00 AM,0
2/28/23 0:00,5:00 AM,0
2/28/23 0:00,5:00 AM,0
2/28/23 0:00,5:00 AM,4
2/28/23 0:00,5:00 AM,35
2/28/23 0:00,5:00 AM,0
3/1/23 0:00,5:00 AM,0
3/1/23 0:00,5:00 AM,2
3/1/23 0:00,5:00 AM,2
3/1/23 0:00,5:00 AM,0
3/1/23 0:00,5:00 AM,3
3/1/23 0:00,5:00 AM,9
3/1/23 0:00,5:00 AM,10
3/2/23 0:00,5:00 AM,0
3/2/23 0:00,5:00 AM,0
3/2/23 0:00,5:00 AM,0
3/2/23 0:00,5:00 AM,0
3/2/23 0:00,5:00 AM,4
3/2/23 0:00,5:00 AM,9
3/2/23 0:00,5:00 AM,0
3/3/23 0:00,5:00 AM,2
3/3/23 0:00,5:00 AM,0
3/3/23 0:00,5:00 AM,1
3/3/23 0:00,5:00 AM,11
3/3/23 0:00,5:00 AM,4
3/3/23 0:00,5:00 AM,6
3/3/23 0:00,5:00 AM,6
3/4/23 0:00,5:00 AM,2.78627451
3/4/23 0:00,5:00 AM,2.78627451
3/4/23 0:00,5:00 AM,2.78627451
3/4/23 0:00,5:00 AM,2.78627451
3/4/23 0:00,5:00 AM,2.78627451
3/4/23 0:00,5:00 AM,2.78627451
3/4/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/5/23 0:00,5:00 AM,2.78627451
3/6/23 0:00,5:00 AM,1
3/6/23 0:00,5:00 AM,0
3/6/23 0:00,5:00 AM,0
3/6/23 0:00,5:00 AM,0
3/6/23 0:00,5:00 AM,3
3/6/23 0:00,5:00 AM,16
3/6/23 0:00,5:00 AM,2
3/7/23 0:00,5:00 AM,0
3/7/23 0:00,5:00 AM,0
3/7/23 0:00,5:00 AM,0
3/7/23 0:00,5:00 AM,1
3/7/23 0:00,5:00 AM,7
3/7/23 0:00,5:00 AM,6
3/8/23 0:00,5:00 AM,0
3/8/23 0:00,5:00 AM,0
3/8/23 0:00,5:00 AM,0
3/8/23 0:00,5:00 AM,0
3/8/23 0:00,5:00 AM,0
3/8/23 0:00,5:00 AM,0
3/8/23 0:00,5:00 AM,0
3/9/23 0:00,5:00 AM,0
3/9/23 0:00,5:00 AM,1
3/9/23 0:00,5:00 AM,1
3/9/23 0:00,5:00 AM,1
3/9/23 0:00,5:00 AM,0
3/9/23 0:00,5:00 AM,0
3/9/23 0:00,5:00 AM,2
3/10/23 0:00,5:00 AM,2.78627451
3/10/23 0:00,5:00 AM,0
3/10/23 0:00,5:00 AM,0
3/10/23 0:00,5:00 AM,0
3/10/23 0:00,5:00 AM,2.78627451
3/10/23 0:00,5:00 AM,2.78627451
3/10/23 0:00,5:00 AM,3
3/11/23 0:00,5:00 AM,2.78627451
3/11/23 0:00,5:00 AM,2.78627451
3/11/23 0:00,5:00 AM,2.78627451
3/11/23 0:00,5:00 AM,2.78627451
3/11/23 0:00,5:00 AM,2.78627451
3/11/23 0:00,5:00 AM,2.78627451
3/11/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/12/23 0:00,5:00 AM,2.78627451
3/13/23 0:00,5:00 AM,3
3/13/23 0:00,5:00 AM,1
3/13/23 0:00,5:00 AM,0
3/13/23 0:00,5:00 AM,0
3/13/23 0:00,5:00 AM,2.78627451
3/13/23 0:00,5:00 AM,2.78627451
3/13/23 0:00,5:00 AM,5
3/14/23 0:00,5:00 AM,0
3/14/23 0:00,5:00 AM,1
3/14/23 0:00,5:00 AM,1
3/14/23 0:00,5:00 AM,1
3/14/23 0:00,5:00 AM,9
3/14/23 0:00,5:00 AM,13
3/14/23 0:00,5:00 AM,3
3/15/23 0:00,5:00 AM,2.78627451
3/15/23 0:00,5:00 AM,1
3/15/23 0:00,5:00 AM,0
3/15/23 0:00,5:00 AM,1
3/15/23 0:00,5:00 AM,2.78627451
3/15/23 0:00,5:00 AM,2.78627451
3/15/23 0:00,5:00 AM,1
1/2/23 0:00,6:00 AM,1
1/2/23 0:00,6:00 AM,0
1/2/23 0:00,6:00 AM,0
1/2/23 0:00,6:00 AM,1
1/2/23 0:00,6:00 AM,1
1/2/23 0:00,6:00 AM,4
1/2/23 0:00,6:00 AM,3
1/3/23 0:00,6:00 AM,1
1/3/23 0:00,6:00 AM,0
1/3/23 0:00,6:00 AM,0
1/3/23 0:00,6:00 AM,0
1/3/23 0:00,6:00 AM,4
1/3/23 0:00,6:00 AM,6
1/3/23 0:00,6:00 AM,5
1/4/23 0:00,6:00 AM,1
1/4/23 0:00,6:00 AM,0
1/4/23 0:00,6:00 AM,0
1/4/23 0:00,6:00 AM,0
1/4/23 0:00,6:00 AM,5
1/4/23 0:00,6:00 AM,9
1/4/23 0:00,6:00 AM,6
1/5/23 0:00,6:00 AM,1
1/5/23 0:00,6:00 AM,0
1/5/23 0:00,6:00 AM,2
1/5/23 0:00,6:00 AM,1
1/5/23 0:00,6:00 AM,5
1/5/23 0:00,6:00 AM,5
1/5/23 0:00,6:00 AM,4
1/6/23 0:00,6:00 AM,1
1/6/23 0:00,6:00 AM,1
1/6/23 0:00,6:00 AM,0
1/6/23 0:00,6:00 AM,0
1/6/23 0:00,6:00 AM,5
1/6/23 0:00,6:00 AM,8
1/6/23 0:00,6:00 AM,7
1/7/23 0:00,6:00 AM,7.649019608
1/7/23 0:00,6:00 AM,7.649019608
1/7/23 0:00,6:00 AM,7.649019608
1/7/23 0:00,6:00 AM,7.649019608
1/7/23 0:00,6:00 AM,7.649019608
1/7/23 0:00,6:00 AM,7.649019608
1/7/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/8/23 0:00,6:00 AM,7.649019608
1/9/23 0:00,6:00 AM,1
1/9/23 0:00,6:00 AM,2
1/9/23 0:00,6:00 AM,2
1/9/23 0:00,6:00 AM,1
1/9/23 0:00,6:00 AM,25
1/9/23 0:00,6:00 AM,42
1/9/23 0:00,6:00 AM,27
1/10/23 0:00,6:00 AM,3
1/10/23 0:00,6:00 AM,2
1/10/23 0:00,6:00 AM,2
1/10/23 0:00,6:00 AM,0
1/10/23 0:00,6:00 AM,25
1/10/23 0:00,6:00 AM,31
1/10/23 0:00,6:00 AM,21
1/11/23 0:00,6:00 AM,3
1/11/23 0:00,6:00 AM,2
1/11/23 0:00,6:00 AM,1
1/11/23 0:00,6:00 AM,3
1/11/23 0:00,6:00 AM,30
1/11/23 0:00,6:00 AM,24
1/11/23 0:00,6:00 AM,22
1/12/23 0:00,6:00 AM,3
1/12/23 0:00,6:00 AM,2
1/12/23 0:00,6:00 AM,1
1/12/23 0:00,6:00 AM,7
1/12/23 0:00,6:00 AM,21
1/12/23 0:00,6:00 AM,28
1/12/23 0:00,6:00 AM,6
1/13/23 0:00,6:00 AM,2
1/13/23 0:00,6:00 AM,1
1/13/23 0:00,6:00 AM,0
1/13/23 0:00,6:00 AM,6
1/13/23 0:00,6:00 AM,22
1/13/23 0:00,6:00 AM,23
1/13/23 0:00,6:00 AM,20
1/14/23 0:00,6:00 AM,7.649019608
1/14/23 0:00,6:00 AM,7.649019608
1/14/23 0:00,6:00 AM,7.649019608
1/14/23 0:00,6:00 AM,7.649019608
1/14/23 0:00,6:00 AM,7.649019608
1/14/23 0:00,6:00 AM,7.649019608
1/14/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/15/23 0:00,6:00 AM,7.649019608
1/16/23 0:00,6:00 AM,2
1/16/23 0:00,6:00 AM,1
1/16/23 0:00,6:00 AM,1
1/16/23 0:00,6:00 AM,0
1/16/23 0:00,6:00 AM,7
1/16/23 0:00,6:00 AM,17
1/16/23 0:00,6:00 AM,6
1/17/23 0:00,6:00 AM,2
1/17/23 0:00,6:00 AM,2
1/17/23 0:00,6:00 AM,2
1/17/23 0:00,6:00 AM,5
1/17/23 0:00,6:00 AM,26
1/17/23 0:00,6:00 AM,27
1/17/23 0:00,6:00 AM,24
1/18/23 0:00,6:00 AM,5
1/18/23 0:00,6:00 AM,1
1/18/23 0:00,6:00 AM,1
1/18/23 0:00,6:00 AM,2
1/18/23 0:00,6:00 AM,20
1/18/23 0:00,6:00 AM,38
1/18/23 0:00,6:00 AM,19
1/19/23 0:00,6:00 AM,5
1/19/23 0:00,6:00 AM,2
1/19/23 0:00,6:00 AM,3
1/19/23 0:00,6:00 AM,8
1/19/23 0:00,6:00 AM,32
1/19/23 0:00,6:00 AM,30
1/19/23 0:00,6:00 AM,11
1/20/23 0:00,6:00 AM,2
1/20/23 0:00,6:00 AM,1
1/20/23 0:00,6:00 AM,1
1/20/23 0:00,6:00 AM,2
1/20/23 0:00,6:00 AM,18
1/20/23 0:00,6:00 AM,34
1/20/23 0:00,6:00 AM,14
1/21/23 0:00,6:00 AM,7.649019608
1/21/23 0:00,6:00 AM,7.649019608
1/21/23 0:00,6:00 AM,7.649019608
1/21/23 0:00,6:00 AM,7.649019608
1/21/23 0:00,6:00 AM,7.649019608
1/21/23 0:00,6:00 AM,7.649019608
1/21/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/22/23 0:00,6:00 AM,7.649019608
1/23/23 0:00,6:00 AM,3
1/23/23 0:00,6:00 AM,3
1/23/23 0:00,6:00 AM,2
1/23/23 0:00,6:00 AM,9
1/23/23 0:00,6:00 AM,25
1/23/23 0:00,6:00 AM,32
1/23/23 0:00,6:00 AM,21
1/24/23 0:00,6:00 AM,3
1/24/23 0:00,6:00 AM,2
1/24/23 0:00,6:00 AM,1
1/24/23 0:00,6:00 AM,16
1/24/23 0:00,6:00 AM,27
1/24/23 0:00,6:00 AM,42
1/24/23 0:00,6:00 AM,17
1/25/23 0:00,6:00 AM,2
1/25/23 0:00,6:00 AM,3
1/25/23 0:00,6:00 AM,3
1/25/23 0:00,6:00 AM,3
1/25/23 0:00,6:00 AM,19
1/25/23 0:00,6:00 AM,29
1/25/23 0:00,6:00 AM,21
1/26/23 0:00,6:00 AM,2
1/26/23 0:00,6:00 AM,3
1/26/23 0:00,6:00 AM,3
1/26/23 0:00,6:00 AM,7
1/26/23 0:00,6:00 AM,32
