Date,Facility,Location,Hour,Count
1/26/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.0
1/26/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,4.0
1/26/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,13.0
1/26/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,22.0
1/26/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,7.0
1/27/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,1.0
1/27/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
1/27/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.0
1/27/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,0.0
1/27/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,8.0
1/27/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,16.0
1/27/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,8.0
1/28/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
1/28/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
1/28/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
1/28/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
1/28/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
1/28/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
1/28/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
1/29/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
1/30/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,1.0
1/30/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
1/30/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,1.0
1/30/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,0.0
1/30/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,11.0
1/30/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,37.0
1/30/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,6.0
1/31/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,0.0
1/31/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,0.0
1/31/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,0.0
1/31/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,0.0
1/31/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,0.0
1/31/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,4.0
1/31/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.0
2/1/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,1.0
2/1/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
2/1/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,0.0
2/1/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,1.0
2/1/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,13.0
2/1/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,20.0
2/1/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,8.0
2/2/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.0
2/2/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
2/2/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,1.0
2/2/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.0
2/2/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,7.0
2/2/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,19.0
2/2/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,4.0
2/3/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,1.0
2/3/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,0.0
2/3/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,0.0
2/3/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,0.0
2/3/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,0.0
2/3/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,11.0
2/3/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,0.0
2/4/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
2/4/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
2/4/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
2/4/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
2/4/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
2/4/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
2/4/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
2/5/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
2/6/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,0.0
2/6/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
2/6/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,0.0
2/6/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,0.0
2/6/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,12.0
2/6/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,28.0
2/6/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.0
2/7/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
2/7/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
2/7/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
2/7/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
2/7/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
2/7/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
2/7/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
2/8/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
2/8/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
2/8/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,0.0
2/8/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.0
2/8/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
2/8/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
2/8/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.0
2/9/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,0.0
2/9/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,1.0
2/9/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,1.0
2/9/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.0
2/9/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,6.0
2/9/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,10.0
2/9/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,1.0
2/10/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,0.0
2/10/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.0
2/10/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,0.0
2/10/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,1.0
2/10/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,0.0
2/10/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,0.0
2/10/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,15.0
2/11/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
2/11/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
2/11/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
2/11/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
2/11/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
2/11/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
2/11/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - Track,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - Studio A,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - Studio B,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - Gymnasium,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Select & Cardio,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - 3rd Floor Weight Room,5:00 AM,2.7862745098039214
2/12/23 0:00,Marino Recreation Center,Marino Center - 2nd Floor,5:00 AM,2.7862745098039214
